1.00000000e+00, 1.11163081e-01, -6.49106743e-01, 5.77806365e-01, 5.71534241e-01, -1.11517830e-04, 1.06031264e-04, 6.34808758e-06
1.10000000e+00, 1.11169317e-01, -6.49103275e-01, 5.78050460e-01, 5.71314742e-01, -6.15970983e-05, 9.28658480e-05, -3.03214174e-05
1.20000000e+00, 1.11119002e-01, -6.54206221e-01, 5.77120866e-01, 5.77120866e-01, -4.83937622e-04, 2.41758747e-04, 2.41758747e-04
1.30000000e+00, 1.20878095e-01, -5.93138932e-01, 5.68545181e-01, 5.68545181e-01, 3.74988670e-01, -1.87469127e-01, -1.87469127e-01
1.40000000e+00, 1.54296720e-01, -4.21361451e-01, 5.57848346e-01, 5.57848346e-01, 7.22896230e-01, -3.61448876e-01, -3.61448876e-01
1.50000000e+00, 1.94667252e-01, -3.23493223e-01, 9.67994876e-01, 2.31500983e-01, 7.94952548e-01, -1.24643229e-02, -7.82559575e-01
1.60000000e+00, 2.99391130e-01, -9.61666536e-01, 1.15446357e+00, 1.15446305e+00, -6.97777297e-07, 3.80170343e-01, -3.80169647e-01
1.70000000e+00, 3.33591723e-01, -9.96093374e-01, 1.24862806e+00, 1.24862806e+00, 2.70231631e-15, 4.45528799e-13, -4.48686478e-13
1.80000000e+00, 3.33613503e-01, -9.96042518e-01, 1.24865164e+00, 1.24865164e+00, -1.00156885e-14, 7.36327359e-15, 5.40705268e-15
1.90000000e+00, 3.33635283e-01, -9.95991656e-01, 1.24867522e+00, 1.24867522e+00, 1.60916976e-16, -6.15973418e-16, -2.54220634e-15
2.00000000e+00, 3.33657064e-01, -9.95940788e-01, 1.24869879e+00, 1.24869879e+00, 1.47160375e-14, -1.03783391e-14, -5.88630953e-15
2.10000000e+00, 3.33678845e-01, -9.95889914e-01, 1.24872236e+00, 1.24872236e+00, -8.97963292e-15, 6.64883701e-16, 7.75156849e-15
2.20000000e+00, 3.33700627e-01, -9.95839034e-01, 1.24874593e+00, 1.24874593e+00, -2.17128075e-14, 1.46566672e-14, 1.06462391e-14
2.30000000e+00, 3.33722408e-01, -9.95788249e-01, 1.24876954e+00, 1.24876954e+00, 9.65804698e-16, -8.01725330e-16, -4.43613209e-16
2.40000000e+00, 3.33744190e-01, -9.95737410e-01, 1.24879313e+00, 1.24879313e+00, -1.40023596e-15, 2.84678523e-15, -1.32603795e-15
2.50000000e+00, 3.33765973e-01, -9.95686565e-01, 1.24881672e+00, 1.24881672e+00, -5.91545819e-14, 3.94713216e-14, 2.31427086e-14
2.60000000e+00, 3.36015870e-01, -9.81095070e-01, 1.24658324e+00, 1.24658324e+00, -1.97780898e-01, 9.89044758e-02, 9.89044758e-02
2.70000000e+00, 3.98702114e-01, -6.38384513e-01, 1.21627201e+00, 1.21627201e+00, -8.04805901e-01, 4.02399024e-01, 4.02399024e-01
2.80000000e+00, 4.27354747e-01, -4.96770120e-01, 1.20993324e+00, 1.20993324e+00, -8.90978641e-01, 4.45484729e-01, 4.45484729e-01
2.90000000e+00, 4.55484729e-01, -3.65753471e-01, 1.20771737e+00, 1.20771737e+00, -9.39560557e-01, 4.69774915e-01, 4.69774915e-01
