0.00000000e+00, 3.56063017e-09, 4.28183210e-01, -6.09422654e-03, -4.43734425e-01, -2.89419008e-01, 4.75924508e-01, -1.71390701e-01
1.00000000e-01, 3.10989397e-02, 4.17337286e-01, 1.78407191e-01, -5.06616604e-01, -2.42831247e-01, 3.04204610e-01, -5.43931845e-02
2.00000000e-01, 5.87998437e-02, 4.53167695e-01, 3.07705915e-01, -5.50253362e-01, -3.60943860e-01, 5.42905337e-01, -1.48167278e-01
3.00000000e-01, 1.11096508e-01, 5.61724540e-01, 5.61724151e-01, -6.23514438e-01, -1.02764616e-02, 1.02819613e-02, -3.50213181e-06
4.00000000e-01, 1.11265090e-01, 5.62245134e-01, 5.62245134e-01, -6.23797364e-01, 1.96227288e-14, -3.49003156e-14, 1.29018040e-14
5.00000000e-01, 1.11132653e-01, 5.62082789e-01, 5.62082789e-01, -6.24068641e-01, 1.47442485e-14, -3.99348738e-14, 2.08153904e-14
6.00000000e-01, 1.11138792e-01, 5.62100644e-01, 5.62100644e-01, -6.24076723e-01, -7.05464050e-14, 6.78701354e-14, -4.05281224e-15
7.00000000e-01, 1.11144931e-01, 5.62118471e-01, 5.62118471e-01, -6.24084751e-01, 2.62740275e-14, -2.47993880e-14, -4.32152514e-15
8.00000000e-01, 1.11151070e-01, 5.62136271e-01, 5.62136271e-01, -6.24092725e-01, 6.38562472e-15, -5.12593689e-15, -1.03052335e-15
9.00000000e-01, 1.11157209e-01, 5.62154043e-01, 5.62154043e-01, -6.24100646e-01, -3.96218974e-14, -2.09039921e-14, 3.75532347e-14
1.00000000e+00, 1.11163348e-01, 5.62171788e-01, 5.62171788e-01, -6.24108513e-01, 1.52374270e-13, -7.24157332e-14, -5.54115377e-14
1.10000000e+00, 1.11169486e-01, 5.62189507e-01, 5.62189507e-01, -6.24116327e-01, 1.87607383e-13, -4.30806188e-13, 1.53635017e-13
1.20000000e+00, 1.11175624e-01, 5.62207198e-01, 5.62207198e-01, -6.24124088e-01, -4.98576278e-12, -4.90140194e-12, 9.86121317e-12
1.30000000e+00, 1.41166850e-01, 5.08499931e-01, 5.08499931e-01, -3.81749037e-01, -2.27885992e-01, -2.27885992e-01, 4.55777921e-01
1.40000000e+00, 1.65856152e-01, 5.10501615e-01, 5.10501615e-01, -2.74650545e-01, -2.99167198e-01, -2.99167198e-01, 5.98345797e-01
1.50000000e+00, 1.92910216e-01, 5.24507198e-01, 5.24507180e-01, -1.80918404e-01, -3.49766566e-01, -3.49766580e-01, 6.99544449e-01
1.60000000e+00, 2.86279377e-01, 1.10219048e+00, 1.10104768e+00, -9.14980967e-01, 3.80795313e-01, -3.81634407e-01, 8.39936736e-04
1.70000000e+00, 3.33592555e-01, 1.24607502e+00, 1.24607502e+00, -9.90983542e-01, 5.16935621e-04, -5.16935621e-04, 1.01937635e-14
1.80000000e+00, 3.33614834e-01, 1.24609955e+00, 1.24609955e+00, -9.90932341e-01, 7.54655883e-05, -7.54655883e-05, 1.88483116e-15
1.90000000e+00, 3.33636997e-01, 1.24612418e+00, 1.24612418e+00, -9.90881882e-01, 5.31626915e-05, -5.31626915e-05, 1.07870243e-14
2.00000000e+00, 3.33659125e-01, 1.24614810e+00, 1.24614810e+00, -9.90830142e-01, 4.71909273e-05, -4.71909273e-05, -3.99234656e-14
2.10000000e+00, 3.33681238e-01, 1.24617143e+00, 1.24617143e+00, -9.90777279e-01, 4.58404612e-05, -4.58404612e-05, 3.55207752e-15
2.20000000e+00, 3.33703352e-01, 1.24619421e+00, 1.24619421e+00, -9.90723334e-01, 4.71718692e-05, -4.71718692e-05, 1.51823250e-14
2.30000000e+00, 3.33725476e-01, 1.24621604e+00, 1.24621604e+00, -9.90667430e-01, 5.10415280e-05, -5.10415280e-05, 3.20627268e-15
2.40000000e+00, 3.33747627e-01, 1.24623771e+00, 1.24623771e+00, -9.90611090e-01, 5.78020849e-05, -5.78020848e-05, -6.85429370e-15
2.50000000e+00, 3.33769825e-01, 1.24625866e+00, 1.24625866e+00, -9.90553104e-01, 6.93337311e-05, -6.93337328e-05, 1.68001692e-12
2.60000000e+00, 3.70780738e-01, 1.21737832e+00, 1.21737832e+00, -7.66243322e-01, -3.10574381e-01, -3.10574381e-01, 6.21159680e-01
2.70000000e+00, 3.99287438e-01, 1.20538709e+00, 1.20538709e+00, -6.13980714e-01, -3.79806609e-01, -3.79806609e-01, 7.59624144e-01
2.80000000e+00, 4.26994902e-01, 1.19942848e+00, 1.19942848e+00, -4.77379897e-01, -4.21812946e-01, -4.21812946e-01, 8.43636746e-01
2.90000000e+00, 4.55001295e-01, 1.19772838e+00, 1.19772838e+00, -3.47950924e-01, -4.46160969e-01, -4.46160969e-01, 8.92331682e-01
